location_type,family_income,financial_aid_status,distance_to_institute,internet_connectivity_issues,motivation_score,career_alignment,stress_levels,family_support,attendance_rate,test_scores_avg,backlogs,teaching_quality_rating,dropout
Rural,6441.0,2,4.97,2,4,1,2,3,58.3,42.5,3,7,1
Rural,11215.0,1,50.0,1,2,1,3,1,65.7,94.0,0,7,1
Rural,8447.0,2,4.35,1,7,2,3,3,47.6,35.8,0,6,1
Semi-urban,35825.0,0,2.4,0,7,2,3,2,32.4,54.5,2,8,0
Semi-urban,6756.0,2,30.8,1,4,2,2,1,56.7,74.7,2,9,1
Semi-urban,18683.0,0,26.2,1,5,1,2,3,29.7,74.4,3,7,1
Urban,20184.0,0,19.2,2,5,2,2,3,85.2,53.2,0,5,0
Semi-urban,30472.0,1,3.8,0,9,2,3,3,79.2,35.0,0,3,0
Rural,4092.0,1,16.46,1,1,2,3,1,42.7,70.3,0,7,1
Rural,10332.0,1,24.4,0,3,2,3,1,45.4,58.2,2,9,1
Rural,4900.0,2,1.59,1,7,3,3,2,76.3,43.7,0,6,0
Semi-urban,2000.0,1,4.8,2,8,3,2,2,53.1,82.3,3,9,1
Rural,7782.0,1,35.92,1,3,2,1,1,75.2,83.3,1,9,1
Rural,2890.0,0,1.72,2,10,3,2,3,62.9,50.3,0,7,0
Rural,8003.0,0,4.38,2,6,2,3,1,62.8,49.7,2,5,1
Urban,12103.0,2,3.8,0,8,2,2,2,67.9,72.3,1,9,0
Urban,50000.0,1,1.5,0,9,3,1,2,71.5,56.4,1,5,0
Urban,2338.0,0,3.6,0,8,3,1,3,54.9,87.5,0,6,0
Urban,11943.0,0,0.6,1,6,2,2,2,44.1,57.1,1,10,1
Urban,30545.0,1,11.7,1,9,3,2,2,96.0,52.0,0,3,0
Urban,13631.0,1,2.0,1,7,2,3,1,63.3,66.0,1,7,0
Semi-urban,25866.0,1,26.2,2,8,3,2,2,36.5,61.1,4,7,1
Semi-urban,19395.0,1,16.7,2,6,3,3,1,66.5,37.0,1,5,1
Semi-urban,2445.0,1,26.6,1,10,3,3,2,10.0,71.5,2,8,0
Semi-urban,6928.0,0,3.5,0,7,2,3,3,80.6,49.0,0,6,0
Urban,3854.0,2,6.2,0,10,3,3,3,21.1,39.7,0,9,0
Rural,22851.0,1,17.05,1,9,2,1,3,91.5,86.0,0,7,0
Semi-urban,5765.0,0,0.7,2,10,3,1,3,84.3,51.5,4,4,0
Semi-urban,9888.0,2,4.8,1,10,2,3,3,55.1,56.9,3,10,0
Urban,10488.0,1,3.1,1,9,3,3,2,60.0,50.4,2,7,0
Urban,7302.0,0,0.7,2,5,1,1,2,10.0,63.1,1,10,1
Urban,15784.0,0,5.1,0,9,2,1,3,57.8,55.9,1,9,0
Semi-urban,4041.0,0,4.0,0,9,3,2,3,18.2,79.2,5,6,1
Rural,7924.0,2,13.42,2,3,1,1,1,56.6,61.0,3,7,1
Rural,8684.0,2,18.17,2,5,3,3,2,75.8,78.3,2,7,0
Semi-urban,5534.0,1,2.1,0,3,2,2,1,98.7,79.4,0,7,0
Semi-urban,4281.0,0,10.4,0,7,2,3,1,71.1,36.1,6,4,1
Urban,12669.0,0,0.5,0,3,2,3,1,69.3,71.4,0,8,0
Semi-urban,30950.0,2,0.8,1,6,2,1,1,74.3,63.7,0,5,0
Urban,18141.0,2,12.5,1,4,1,3,3,59.9,49.6,9,6,1
Semi-urban,5944.0,2,28.6,2,3,1,2,1,28.6,58.1,3,5,1
Semi-urban,10536.0,2,15.5,1,6,2,2,2,67.7,53.4,0,6,0
Urban,9228.0,1,2.0,0,4,1,1,2,71.1,76.9,2,9,0
Rural,10497.0,2,22.93,0,6,2,2,1,58.9,62.7,2,10,1
Urban,27951.0,0,4.6,1,3,2,3,2,20.1,81.9,0,8,0
Urban,39761.0,2,22.0,0,6,1,2,2,47.4,78.7,2,10,0
Rural,5059.0,0,3.82,1,7,2,3,3,61.3,93.0,0,8,0
Semi-urban,6907.0,0,10.6,1,7,2,3,1,86.0,62.9,0,10,0
Semi-urban,12743.0,0,10.7,2,7,3,2,2,94.8,53.0,4,8,1
Urban,25087.0,2,2.0,0,8,2,1,2,26.3,54.5,0,4,0
Semi-urban,27272.0,2,5.9,1,5,2,3,1,84.7,64.2,7,6,1
Urban,14696.0,1,6.9,2,6,1,1,3,72.4,85.7,1,8,0
Urban,37749.0,2,0.5,0,9,3,2,2,78.6,57.9,0,7,0
Urban,7131.0,0,24.3,2,8,2,1,3,87.6,56.5,0,5,0
Semi-urban,18206.0,1,12.4,0,6,2,1,2,68.8,37.3,1,8,0
Semi-urban,6114.0,0,43.9,1,8,2,2,2,63.0,44.1,0,8,1
Semi-urban,6945.0,1,6.5,0,5,2,2,2,84.3,76.6,1,6,0
Rural,9158.0,0,16.19,0,8,3,2,3,43.4,72.0,0,6,0
Rural,2172.0,1,8.26,0,7,2,1,3,79.5,87.2,2,9,0
Urban,14024.0,1,8.8,0,2,1,2,2,46.2,63.6,2,8,1
Rural,2854.0,2,16.01,0,5,2,1,3,78.6,51.1,0,3,0
Urban,7560.0,0,9.6,0,2,1,2,1,44.8,77.1,3,6,1
Rural,2658.0,1,9.09,0,5,2,2,2,95.5,72.5,0,6,0
Urban,50000.0,0,16.4,0,3,2,3,1,93.0,70.8,1,7,0
Urban,4089.0,2,3.0,1,7,3,1,2,33.5,35.0,1,5,0
Rural,6888.0,2,0.89,1,1,1,3,2,82.6,75.9,1,4,1
Semi-urban,4778.0,1,3.8,2,10,3,1,3,77.9,45.5,1,6,0
Semi-urban,9272.0,0,12.6,1,5,1,2,2,66.9,35.0,1,6,1
Urban,16851.0,1,5.9,1,9,2,2,2,49.4,64.0,2,7,0
Semi-urban,13345.0,0,0.5,2,2,1,3,2,40.0,50.7,1,5,1
Rural,6095.0,1,19.79,0,6,1,2,2,24.1,49.5,0,5,1
Urban,5888.0,1,6.8,1,3,3,3,3,65.0,58.1,0,3,1
Semi-urban,11915.0,0,2.5,2,10,3,1,3,67.4,69.2,0,9,0
Urban,18358.0,0,2.8,1,3,1,3,2,15.9,73.1,1,9,1
Rural,6630.0,2,2.47,0,9,3,1,3,10.0,58.6,0,6,0
Urban,18241.0,0,9.1,2,7,3,3,3,72.9,67.2,0,5,0
Semi-urban,19909.0,2,0.6,1,5,2,1,2,82.5,71.0,1,10,0
Urban,4945.0,2,1.5,0,6,2,1,2,31.2,66.6,5,8,1
Semi-urban,24268.0,2,3.0,0,7,2,2,2,70.1,72.8,0,9,0
Semi-urban,6443.0,0,1.6,0,5,2,1,3,65.3,84.0,0,9,0
Urban,2000.0,1,17.2,1,10,2,1,3,68.3,59.3,0,3,0
Urban,5662.0,2,4.3,1,3,1,3,1,93.4,80.5,0,5,0
Urban,43081.0,1,0.5,0,5,2,3,1,24.7,35.0,1,6,0
Rural,4883.0,2,16.37,0,4,1,1,3,90.5,99.2,3,6,0
Semi-urban,39392.0,0,1.7,2,8,2,1,2,57.4,35.0,3,7,1
Semi-urban,8180.0,0,10.4,0,10,2,1,3,71.1,55.5,1,3,0
Semi-urban,3162.0,0,1.0,0,10,3,3,2,89.2,64.3,0,7,0
Semi-urban,2223.0,1,0.5,1,4,1,2,2,46.1,73.9,1,7,0
Rural,7285.0,2,9.8,0,1,1,2,2,49.1,55.2,2,7,1
Rural,4902.0,1,0.78,0,4,3,2,1,67.7,76.4,0,6,0
Semi-urban,11351.0,2,0.5,1,6,2,1,2,48.2,55.4,8,6,1
Urban,9494.0,2,16.1,0,5,3,3,3,57.2,54.8,0,5,0
Urban,21616.0,0,2.7,0,8,3,1,2,43.0,70.8,3,9,0
Urban,11050.0,1,4.2,0,3,3,3,1,76.7,72.6,0,7,0
Urban,9943.0,0,33.0,2,7,2,1,2,76.3,67.7,0,4,0
Rural,5361.0,1,5.83,0,5,2,3,2,75.3,74.5,0,7,0
Urban,11417.0,1,0.5,0,7,2,2,3,80.2,55.0,0,8,0
Rural,6060.0,0,9.65,0,1,1,3,1,44.8,87.7,4,10,1
Semi-urban,3978.0,1,1.4,0,3,2,2,1,69.6,47.5,0,5,0
Semi-urban,4355.0,2,13.3,0,6,2,1,1,87.4,41.4,0,6,0
Urban,41321.0,0,32.1,0,8,2,2,3,70.4,92.9,1,4,0
Semi-urban,6311.0,2,11.5,1,8,2,1,2,84.9,66.1,0,10,0
Semi-urban,6383.0,2,5.0,0,5,1,2,3,84.3,98.5,0,9,0
Rural,11162.0,1,12.13,2,4,1,2,2,41.6,59.4,1,4,1
Urban,13091.0,0,3.4,0,10,3,1,2,51.3,96.6,1,8,0
Semi-urban,12863.0,0,1.3,2,5,2,3,1,87.8,40.2,0,10,1
Urban,8182.0,0,2.1,0,7,3,2,2,45.8,39.9,1,8,0
Rural,5041.0,0,2.49,0,4,1,2,2,83.3,56.9,0,7,0
Urban,21702.0,1,24.1,2,8,2,2,2,51.4,50.1,5,5,1
Semi-urban,7745.0,0,10.4,2,6,2,1,3,30.3,57.6,7,6,1
Urban,8769.0,1,3.6,0,9,3,2,1,10.0,74.6,0,7,0
Rural,16187.0,1,22.57,2,7,3,3,3,12.0,40.0,2,4,1
Urban,12465.0,1,13.0,0,4,3,1,1,54.2,75.6,1,5,0
Urban,25518.0,0,4.3,0,8,3,1,3,15.8,62.3,0,8,0
Semi-urban,45633.0,0,9.6,0,9,2,2,3,66.0,70.3,0,7,0
Rural,4859.0,1,10.88,2,4,2,3,2,60.2,67.4,0,5,1
Urban,21068.0,2,0.7,1,2,3,2,1,10.8,54.6,0,6,0
Semi-urban,23113.0,0,1.2,1,7,2,2,2,19.9,42.7,1,2,0
Urban,16622.0,1,3.1,0,4,3,1,1,49.8,60.5,6,8,1
Semi-urban,17599.0,1,2.9,1,4,2,3,1,77.6,45.1,0,8,0
Rural,13242.0,1,0.66,1,1,2,2,1,40.1,35.0,1,7,1
Semi-urban,15621.0,2,10.0,1,9,3,3,3,31.1,46.4,1,8,0
Urban,4686.0,0,3.0,1,6,3,3,3,94.8,63.8,8,6,1
Urban,13049.0,0,17.6,0,6,2,2,3,71.0,74.3,0,6,0
Urban,8385.0,0,4.5,1,6,2,1,3,70.2,73.4,2,10,0
Semi-urban,28814.0,0,1.6,0,10,3,3,2,84.0,79.3,0,10,0
Semi-urban,15525.0,1,2.1,1,5,3,1,2,48.9,46.6,1,7,0
Rural,38118.0,1,21.57,2,6,3,2,2,78.0,66.1,1,4,0
Rural,2912.0,0,20.05,1,6,2,2,2,95.1,71.0,0,7,0
Urban,22262.0,0,0.5,2,5,1,1,2,67.7,46.8,0,6,0
Urban,26813.0,1,3.5,1,5,2,3,1,75.4,79.0,2,8,0
Urban,10170.0,1,8.9,1,7,3,2,2,41.5,39.7,3,8,1
Semi-urban,11675.0,0,12.4,1,4,1,2,2,95.4,56.5,0,3,1
Rural,5359.0,1,18.58,2,5,1,2,2,65.9,74.6,9,6,1
Urban,11045.0,0,20.3,2,3,1,3,1,73.1,54.3,2,4,1
Urban,13422.0,0,43.5,0,10,3,3,2,74.1,47.4,0,7,0
Urban,10307.0,1,9.4,1,5,1,2,2,72.8,59.0,2,7,0
Rural,6098.0,1,8.24,1,6,2,3,1,80.2,75.8,4,6,1
Urban,50000.0,1,15.1,2,6,2,1,2,33.5,54.6,0,7,0
Rural,5800.0,0,6.11,0,5,2,3,2,68.1,61.8,0,3,1
Urban,18371.0,2,2.4,1,3,2,3,1,60.0,58.3,0,9,0
Urban,8144.0,1,4.1,0,3,1,3,1,69.9,66.4,0,10,0
Semi-urban,22379.0,0,5.3,0,4,3,3,2,77.6,66.6,0,8,0
Urban,2968.0,1,12.8,1,5,2,2,3,98.0,94.6,0,10,0
Semi-urban,11543.0,1,2.9,1,7,2,1,2,31.1,85.2,1,9,0
Urban,43585.0,1,0.8,1,5,3,2,1,67.7,61.9,0,7,0
Urban,7282.0,0,1.3,0,7,3,2,2,75.7,48.9,0,7,0
Semi-urban,14551.0,0,4.9,0,7,3,3,3,40.2,73.5,0,6,0
Rural,10167.0,1,9.84,2,3,2,1,1,69.7,55.2,0,7,0
Rural,2171.0,1,34.81,0,7,2,1,3,60.1,78.7,0,8,0
Rural,3530.0,0,3.27,0,2,1,3,2,72.7,60.2,0,5,1
Urban,20492.0,0,0.6,0,4,1,3,2,76.7,72.3,0,9,0
Urban,10771.0,2,3.9,0,2,1,3,2,89.2,65.1,6,7,1
Rural,16039.0,1,6.39,1,4,1,3,1,32.2,64.5,4,6,1
Urban,4685.0,2,3.3,0,9,3,2,3,69.0,99.7,2,8,0
Urban,21007.0,1,22.1,0,6,2,2,1,94.9,47.9,2,4,0
Urban,8074.0,0,16.6,0,8,3,1,1,79.3,56.0,0,6,0
Urban,8628.0,1,28.4,1,10,2,1,3,21.9,39.0,6,7,1
Urban,29008.0,2,1.8,2,3,1,2,1,12.6,48.8,3,7,1
Semi-urban,4022.0,0,3.5,1,6,3,2,1,71.9,76.3,5,7,1
Semi-urban,4001.0,1,33.5,2,6,1,2,3,67.4,79.0,5,7,1
Semi-urban,11897.0,0,4.6,1,10,3,1,3,60.7,51.2,6,7,1
Rural,28280.0,0,7.33,0,4,2,1,1,65.3,92.9,0,6,0
Semi-urban,10056.0,1,1.2,1,8,2,2,2,65.1,60.5,0,6,0
Semi-urban,11386.0,1,24.4,0,6,2,2,2,55.8,50.0,4,8,1
Semi-urban,5523.0,0,10.8,1,4,1,1,2,74.7,71.4,0,7,0
Urban,50000.0,0,1.2,2,9,3,3,3,55.4,77.9,0,7,0
Rural,8367.0,0,0.86,0,6,2,3,2,93.7,73.5,0,6,0
Rural,2000.0,0,10.81,0,7,2,2,3,83.0,69.4,0,7,0
Semi-urban,35461.0,1,1.5,1,2,1,3,2,13.5,75.0,5,7,1
Semi-urban,5669.0,0,25.6,0,2,2,3,3,42.9,82.3,1,8,1
Semi-urban,8888.0,0,3.9,2,4,2,3,2,77.3,38.6,0,9,1
Rural,5121.0,0,0.73,2,4,1,1,3,71.8,52.0,2,5,1
Semi-urban,13188.0,2,21.6,2,6,2,2,2,60.1,63.6,5,5,1
Rural,12766.0,0,3.0,1,7,2,1,3,86.6,46.9,0,7,0
Semi-urban,5219.0,0,1.8,0,4,2,3,2,85.2,61.6,0,5,0
Rural,9020.0,2,17.26,0,6,3,3,2,46.6,87.8,2,5,1
Rural,6071.0,0,2.48,0,10,3,1,3,87.2,64.3,0,7,0
Rural,5249.0,0,7.53,1,3,2,3,1,85.4,81.2,0,9,1
Rural,2542.0,0,22.76,1,8,3,1,2,73.5,63.1,0,5,0
Urban,34087.0,1,3.6,1,7,2,3,1,93.2,61.1,5,8,1
Semi-urban,3446.0,1,31.9,1,7,3,1,2,61.1,86.7,0,8,0
Semi-urban,8239.0,0,5.2,1,7,2,3,3,29.3,53.2,1,7,1
Urban,50000.0,1,7.6,0,6,2,3,1,90.1,88.7,0,7,0
Urban,7668.0,0,1.4,2,3,1,3,3,64.7,65.2,1,6,1
Urban,5186.0,0,5.2,1,5,2,3,2,31.4,74.5,1,10,1
Rural,12108.0,2,9.26,0,7,2,2,2,59.0,47.9,1,5,0
Rural,2271.0,1,3.25,1,5,1,2,2,68.4,39.2,0,6,1
Rural,24516.0,1,11.75,1,4,1,1,3,80.7,51.8,4,6,1
Semi-urban,7794.0,2,1.9,1,9,3,1,2,61.9,63.2,7,7,1
Rural,14948.0,2,5.91,0,4,1,1,3,74.1,59.7,0,3,0
Semi-urban,6963.0,2,5.5,0,4,2,2,2,28.0,74.5,1,7,0
Urban,7153.0,1,1.7,1,7,2,2,2,82.6,48.0,7,7,1
Rural,14248.0,0,11.28,0,6,2,3,2,10.0,67.9,4,6,1
Rural,12198.0,0,4.39,0,10,3,1,2,50.6,56.5,1,6,0
Urban,3776.0,1,7.0,0,5,1,1,3,73.6,100.0,4,9,0
Rural,13170.0,1,14.3,2,8,2,2,2,63.1,55.2,1,8,0
Urban,20161.0,0,2.7,0,4,3,3,1,49.2,59.3,0,6,1
Rural,32915.0,2,12.47,1,5,2,3,1,76.3,39.0,2,8,1
Urban,8312.0,1,6.9,1,6,3,2,3,28.9,42.5,8,4,1
Semi-urban,9722.0,0,15.0,1,4,1,2,2,79.2,83.6,3,7,1
Semi-urban,18834.0,1,11.3,2,8,2,2,3,52.7,65.3,2,6,0
Urban,11653.0,0,21.7,0,7,3,2,2,94.2,100.0,5,8,1
Semi-urban,8566.0,1,13.0,1,10,3,1,2,44.6,51.4,1,3,0
Semi-urban,17695.0,0,0.5,0,4,2,3,2,62.9,70.6,0,8,0
Rural,15219.0,0,7.22,1,2,1,3,1,64.3,76.5,0,6,1
Semi-urban,8118.0,1,5.8,1,4,2,3,1,44.0,84.3,2,9,1
Urban,11748.0,1,8.5,0,8,3,2,2,74.9,63.7,0,9,0
Semi-urban,3127.0,1,1.7,0,3,1,2,1,88.8,56.7,0,5,0
Semi-urban,13219.0,1,32.4,1,3,1,2,1,67.2,59.4,7,5,1
Rural,14512.0,2,7.61,2,6,3,3,3,47.2,43.5,0,6,1
Urban,18490.0,1,13.3,0,4,1,3,1,83.9,66.9,1,8,0
Rural,9095.0,2,22.93,0,7,2,2,3,84.9,65.4,0,5,0
Urban,16517.0,1,9.4,1,6,3,2,3,72.3,71.3,1,8,0
Urban,21204.0,1,3.5,1,6,2,3,2,84.0,65.6,0,8,0
Urban,4929.0,0,10.2,1,3,2,3,1,60.1,84.0,0,5,1
Urban,8023.0,1,10.0,0,4,2,2,2,64.6,68.1,0,6,0
Semi-urban,21701.0,0,5.2,1,9,2,1,3,29.6,49.7,1,5,0
Semi-urban,14502.0,0,19.3,1,8,2,2,2,43.5,66.3,0,9,0
Semi-urban,33625.0,1,4.6,0,9,3,2,2,52.3,67.4,2,7,0
Urban,28010.0,1,15.1,2,4,1,1,2,37.2,51.6,2,9,0
Semi-urban,2000.0,1,0.5,1,3,1,3,1,40.3,52.3,1,9,1
Urban,16878.0,2,6.2,1,6,3,2,3,85.7,99.0,9,10,1
Urban,45421.0,2,6.2,0,7,2,2,2,45.4,55.2,1,6,0
Rural,11938.0,0,40.71,0,7,2,2,2,81.7,85.4,0,7,0
Semi-urban,12115.0,1,0.5,0,7,2,1,3,10.7,60.3,3,7,0
Urban,32839.0,0,3.6,1,6,2,3,2,10.0,58.8,1,7,1
Semi-urban,10549.0,1,5.2,0,4,1,3,1,69.4,60.5,0,8,0
Urban,10485.0,0,4.2,1,2,1,1,1,69.1,60.9,0,8,0
Semi-urban,30354.0,0,2.7,2,3,1,2,1,47.4,58.5,1,6,1
Semi-urban,12203.0,0,4.1,2,8,2,1,3,46.3,41.6,1,8,0
Semi-urban,17500.0,0,7.8,2,7,3,3,3,40.8,44.3,1,6,1
Rural,6150.0,1,2.15,0,3,1,3,2,89.2,70.3,0,8,0
Urban,12458.0,1,0.8,1,5,2,3,3,49.0,35.0,6,5,1
Urban,47479.0,1,42.1,1,5,2,3,1,67.6,39.8,0,8,0
Semi-urban,20823.0,0,16.7,0,6,1,2,2,35.8,60.2,0,5,0
Semi-urban,17787.0,1,11.5,1,6,2,3,1,62.0,62.5,1,10,0
Urban,9011.0,1,3.1,0,4,1,3,1,43.0,86.1,5,8,1
Rural,4192.0,0,1.67,1,8,3,2,2,95.8,40.3,0,2,0
Rural,3012.0,0,20.81,0,5,2,2,1,70.6,56.3,4,2,1
Semi-urban,9910.0,0,10.4,0,3,1,3,2,52.8,53.8,4,7,1
Semi-urban,11479.0,2,14.7,1,5,2,2,2,81.4,43.4,2,5,1
Urban,19704.0,0,3.0,1,6,2,3,1,33.5,68.6,1,6,0
Urban,9798.0,1,0.5,1,4,1,3,2,41.5,46.5,1,6,1
Semi-urban,19842.0,2,3.4,2,4,1,2,3,82.9,91.8,7,10,1
Urban,7736.0,1,7.1,0,3,2,3,1,75.9,81.7,1,8,0
Urban,38357.0,1,28.4,2,3,1,3,1,50.5,44.5,1,4,1
Urban,8563.0,1,6.4,0,5,2,2,2,56.5,77.2,0,10,0
Rural,12613.0,2,10.16,1,5,2,2,1,36.0,35.0,2,3,1
Rural,6815.0,0,23.41,1,4,1,1,2,44.4,47.1,2,3,1
Semi-urban,13641.0,2,0.8,2,5,2,3,1,63.7,72.1,2,6,1
Rural,10267.0,1,47.17,1,6,2,1,2,57.5,57.4,1,9,0
Semi-urban,15032.0,1,10.4,2,5,2,1,3,58.1,49.0,3,9,1
Semi-urban,16803.0,1,3.1,0,7,2,2,2,18.0,79.9,1,6,0
Semi-urban,10539.0,1,5.3,1,6,2,2,2,46.4,37.0,1,8,0
Semi-urban,34216.0,1,12.5,0,10,3,2,2,61.4,100.0,4,8,0
Rural,13150.0,2,6.03,0,6,2,2,1,77.9,38.0,0,10,0
Semi-urban,31986.0,2,0.5,0,3,2,3,1,10.0,74.6,9,7,1
Urban,5722.0,0,10.9,0,9,2,1,3,78.1,42.9,2,3,0
Urban,7914.0,1,0.7,1,10,3,1,3,63.1,65.2,0,8,0
Rural,3730.0,0,5.87,1,4,3,2,2,54.2,48.6,1,8,1
Semi-urban,8890.0,0,2.3,0,7,2,3,3,82.5,87.9,1,7,0
Semi-urban,6020.0,1,2.4,1,7,2,1,2,23.3,51.5,1,6,0
Rural,17720.0,0,18.7,1,8,2,2,2,93.3,72.5,4,4,1
Rural,4752.0,0,27.0,1,6,3,1,1,70.1,49.9,1,3,1
Rural,5451.0,1,26.14,2,7,2,2,2,56.8,81.6,3,10,1
Semi-urban,22705.0,0,1.0,1,7,2,1,2,36.4,64.5,0,9,0
Semi-urban,20900.0,0,10.9,0,10,3,3,2,59.0,74.2,9,7,1
Semi-urban,16805.0,1,28.0,0,7,3,2,3,69.9,61.0,0,3,0
Rural,35371.0,2,10.36,0,8,2,3,3,95.0,88.6,0,6,0
Semi-urban,12443.0,1,13.3,1,9,2,2,2,75.2,67.1,0,10,0
Rural,4343.0,1,6.91,0,4,2,1,2,12.1,64.0,1,8,0
Urban,11496.0,0,0.9,1,6,2,1,2,35.6,63.8,2,5,0
Semi-urban,27931.0,2,2.5,0,6,3,2,1,80.5,55.3,2,8,0
Rural,8345.0,2,8.94,2,5,1,1,3,39.7,48.6,1,8,1
Semi-urban,10083.0,2,1.3,0,10,3,2,3,51.4,42.3,1,8,0
Rural,25323.0,2,2.18,0,5,1,3,2,79.8,65.0,1,8,0
Urban,6443.0,2,2.0,0,6,1,3,2,44.1,82.4,3,10,1
Semi-urban,11833.0,0,10.7,0,2,1,3,2,37.9,51.8,1,7,1
Rural,6744.0,1,0.67,1,9,2,2,3,10.0,78.4,6,7,1
Rural,4228.0,1,9.39,2,5,2,3,1,47.7,59.1,0,10,1
Urban,25092.0,1,7.7,0,8,2,2,3,89.5,65.8,1,6,0
Semi-urban,5618.0,0,25.3,0,8,2,2,2,33.8,40.7,6,6,1
Semi-urban,6622.0,0,3.5,2,10,3,2,2,68.6,59.6,4,4,1
Rural,2000.0,0,3.31,2,4,3,3,1,52.2,46.7,0,5,1
Urban,7145.0,1,12.5,1,5,2,1,2,18.7,56.4,6,7,1
Urban,13131.0,1,0.6,0,5,2,2,1,42.0,35.0,2,6,1
Urban,14747.0,1,0.7,1,7,2,1,2,58.3,77.9,4,2,1
Rural,8279.0,0,5.07,1,9,2,1,3,78.8,61.6,2,7,0
Urban,48069.0,0,0.5,0,2,1,2,3,79.3,55.0,1,4,0
Rural,2000.0,0,5.9,0,7,2,2,2,80.3,47.6,2,8,0
Urban,6212.0,1,1.5,1,3,3,2,2,10.0,48.0,4,3,1
Urban,11571.0,1,5.0,2,8,2,2,2,68.2,71.1,1,8,0
Semi-urban,17129.0,1,1.1,0,1,1,3,1,25.2,39.6,0,9,1
Semi-urban,13703.0,1,4.2,2,3,2,2,1,40.9,54.1,2,10,1
Rural,6859.0,0,23.28,0,6,2,2,1,10.0,58.6,1,7,1
Urban,4743.0,2,31.2,0,7,3,3,3,35.4,89.0,1,5,0
Rural,11130.0,1,5.41,1,3,1,1,2,10.0,38.8,1,4,1
Urban,38252.0,0,11.8,1,8,2,2,2,67.5,71.8,2,8,0
Rural,4855.0,1,11.4,0,6,3,3,2,78.8,77.5,0,4,0
Urban,6660.0,1,6.1,1,10,2,2,3,26.1,63.7,4,6,1
Semi-urban,8805.0,1,15.2,1,6,2,2,2,42.2,54.1,0,8,0
Rural,5879.0,1,23.47,0,3,1,3,1,26.2,64.1,9,5,1
Urban,50000.0,0,8.8,1,6,2,3,1,46.5,39.5,0,5,1
Semi-urban,16971.0,2,11.4,2,8,3,2,2,74.2,47.9,3,8,0
Semi-urban,2420.0,1,7.5,2,4,2,1,2,10.0,51.0,1,10,0
Rural,21223.0,1,2.35,1,5,1,2,2,32.5,74.5,0,5,1
Rural,7093.0,1,20.4,1,7,2,2,2,70.1,84.3,4,6,1
Semi-urban,10391.0,1,10.2,1,7,2,2,3,36.5,50.8,1,10,0
Urban,8883.0,0,8.2,1,9,2,1,2,66.0,65.1,1,8,0
Urban,40527.0,0,7.8,2,9,3,3,2,28.7,60.1,3,6,1
Rural,4221.0,1,13.03,1,10,3,2,3,82.1,61.3,4,5,0
Semi-urban,12094.0,1,6.9,2,3,1,1,2,32.4,35.0,0,3,1
Semi-urban,8272.0,0,20.9,0,10,2,1,3,72.6,86.6,5,7,1
Urban,11331.0,2,8.9,1,2,3,3,1,45.3,40.5,0,7,1
Rural,14608.0,2,1.23,0,9,2,1,3,75.4,88.5,0,6,0
Semi-urban,9812.0,0,5.1,2,1,2,2,3,67.7,44.6,4,8,1
Rural,5958.0,2,14.07,2,7,1,3,3,47.9,37.6,1,4,1
Rural,9273.0,2,2.48,1,4,1,2,2,18.5,59.3,3,9,1
Urban,10946.0,1,5.2,1,6,2,2,1,78.5,58.5,0,7,0
Urban,36417.0,2,1.7,0,6,2,1,2,80.1,100.0,1,10,0
Urban,50000.0,0,8.5,0,5,1,2,2,98.2,80.4,7,7,1
Urban,15589.0,1,0.5,1,4,1,1,3,39.0,57.9,1,7,0
Urban,21476.0,1,2.7,0,8,2,1,3,94.7,49.5,0,7,0
Rural,6330.0,1,4.93,0,5,2,3,3,62.4,71.4,1,5,0
Rural,4887.0,2,21.7,0,5,2,2,2,74.4,47.1,4,6,1
Semi-urban,3068.0,0,7.1,1,5,2,2,1,72.7,39.4,7,6,1
Urban,9717.0,0,22.3,0,10,3,1,3,87.9,70.2,3,6,0
Rural,2240.0,2,1.06,1,7,3,2,1,53.1,39.5,1,10,0
Semi-urban,8014.0,1,6.0,1,1,1,2,1,28.0,53.2,0,9,1
Urban,6925.0,1,11.3,0,6,2,3,2,10.8,71.4,6,7,1
Urban,8621.0,0,8.9,1,3,2,3,2,59.7,35.7,2,3,1
Semi-urban,8973.0,2,11.5,0,10,2,1,3,70.0,85.5,5,3,1
Urban,13413.0,0,7.0,0,6,2,1,2,13.9,56.3,1,4,0
Semi-urban,13461.0,1,3.0,1,3,1,2,1,88.6,91.4,5,6,1
Semi-urban,12265.0,1,14.4,2,4,2,1,2,49.3,55.6,0,7,0
Rural,13234.0,1,3.71,2,6,2,3,2,40.7,61.9,3,7,1
Urban,13120.0,1,5.1,0,5,1,3,2,83.1,96.7,0,10,0
Urban,7203.0,2,12.2,1,3,1,3,2,74.5,57.4,0,7,0
Urban,50000.0,0,15.1,0,5,1,2,2,36.1,35.0,1,4,1
Semi-urban,3846.0,0,0.5,2,7,2,2,3,74.2,79.2,0,7,0
Rural,36225.0,2,7.24,2,2,1,3,2,14.3,79.0,1,9,1
Urban,40845.0,0,0.6,1,6,2,1,2,86.7,94.5,1,5,0
Semi-urban,11582.0,1,2.5,1,6,1,1,2,79.7,67.3,2,6,0
Rural,5695.0,0,1.27,1,7,3,1,2,67.6,61.0,6,6,1
Semi-urban,7302.0,1,50.0,1,4,2,1,2,61.8,83.2,0,10,0
Urban,9896.0,0,6.7,1,2,1,3,2,42.3,35.0,1,3,1
